1614392529190,0.6464542,-0.56265455,12.696839
1614392529212,0.45012367,0.11013664,10.185245
1614392529230,1.472479,-0.102953814,8.966559
1614392529250,0.4070267,0.87630457,7.7335076
1614392529272,1.1684061,-0.28013015,8.707977
1614392529293,1.5275474,-0.30886146,9.890749
1614392529311,2.403852,-0.16759923,11.277035
1614392529331,2.7989073,-0.82602483,10.13736
1614392529351,2.2170985,-0.5411061,8.868394
1614392529372,2.135693,-0.4764607,9.134158
1614392529391,2.954535,-0.62251145,8.89952
1614392529410,2.1572416,-0.6368771,8.518829
1614392529429,2.0662591,-1.664021,9.557945
1614392529452,2.4780743,-1.324034,11.018453
1614392529473,2.0854135,-1.6017698,9.905115
1614392529492,1.3192455,-2.1620302,9.641745
1614392529511,1.2761484,-1.5395187,11.2794285
1614392529532,0.7039168,-1.6951466,10.005674
1614392529552,0.28013015,-1.23784,5.813299
1614392529574,1.2737542,-2.17879,8.6984005
1614392529592,1.5514901,-1.6568382,9.28021
1614392529612,2.3894863,-1.8172545,9.177256
1614392529632,1.9944309,-2.0375278,10.628186
1614392529652,0.91461295,-2.2027328,9.452597
1614392529672,-0.052674048,-2.5642684,10.142148
1614392529692,0.18914771,-3.3112822,8.025609
1614392529712,3.5842295,-2.8396099,2.535537
1614392529732,3.3615618,-2.317658,3.7590115
1614392529753,0.6703969,-3.510007,6.122161
1614392529771,-1.0654523,-4.532362,9.122187
1614392529792,-3.0024207,-4.4054656,4.8843207
1614392529813,-0.20590763,-4.37434,5.166845
1614392529832,1.5323359,-5.33205,5.7725964
1614392529853,4.862772,-6.2346916,5.2219133
1614392529873,6.344828,-6.510033,5.770202
1614392529891,7.2378926,-6.943397,6.5986214
1614392529913,8.396722,-7.0798707,7.1828246
1614392529932,8.858817,-6.952974,5.880339
1614392529950,9.857229,-6.9745226,6.672844
1614392529970,8.420665,-7.240287,7.312115
1614392529993,7.3240867,-7.632948,5.0614967
1614392530011,7.142122,-7.6018224,3.387899
1614392530031,7.24747,-7.573091,4.982486
1614392530052,7.8891354,-7.8747697,7.185219
1614392530071,6.672844,-8.035186,6.6967864
1614392530092,5.954561,-7.9968777,5.5379577
1614392530114,4.8412237,-7.369578,3.5554981
1614392530132,4.02717,-7.120573,2.2314641
1614392530153,4.2115293,-7.580274,2.8396099
1614392530173,3.2562137,-8.516436,6.244269
1614392530193,2.2458298,-8.976136,7.534783
1614392530212,2.8156672,-8.348836,5.0662856
1614392530232,4.381523,-7.395915,2.7869358
1614392530253,4.285752,-6.8955116,2.0806248
1614392530271,4.0726614,-6.8691745,1.8531687
1614392530292,2.5092,-7.4821086,2.4876516
1614392530311,1.5395187,-7.9609637,3.5315554
1614392530331,3.3855045,-8.22194,3.8667538
1614392530352,3.3855045,-8.38475,2.8874955
1614392530371,1.733455,-8.097438,1.2402344
1614392530392,1.2330515,-8.171659,2.5044115
1614392530413,1.8747171,-8.657698,4.6233444
1614392530433,1.5778271,-8.284191,5.3105016
1614392530454,1.8435916,-8.58587,4.189981
1614392530474,1.3886794,-9.052753,3.7063375
1614392530494,1.7238779,-8.511647,2.7390504
1614392530514,3.11974,-8.616995,4.0822387
1614392530536,2.0351336,-9.117398,4.051113
1614392530555,0.8092649,-9.014444,4.592219
1614392530574,0.87151605,-8.861211,3.5842295
1614392530596,0.9241901,-9.019233,2.7677817
1614392530614,0.7781393,-8.73192,3.387899
1614392530634,0.15562786,-8.329682,3.972102
1614392530656,0.25139886,-8.856422,3.2346652
1614392530676,1.0702409,-9.675264,4.0199876
1614392530694,1.3814965,-9.950606,3.5578923
1614392530716,0.5027977,-9.9889145,4.371946
1614392530735,0.19393626,-10.278622,4.8723493
1614392530755,-0.05985687,-9.545974,1.6352897
1614392530775,0.08619389,-9.584282,2.1117504
1614392530794,0.42618093,-9.330489,2.8707354
1614392530814,1.0032011,-9.265843,3.294522
1614392530836,1.158829,-9.335278,3.3591676
1614392530854,0.46209505,-8.174054,2.7893302
1614392530876,0.32801566,-8.638543,2.4876516
1614392530896,0.6847626,-10.637763,3.110163
1614392530914,0.5411061,-10.340873,2.370332
1614392530934,0.8786988,-9.766247,1.6089526
1614392530956,1.1971374,-10.779025,1.8699286
1614392530974,1.5802214,-11.080704,2.308081
1614392530996,1.8292259,-10.24989,2.8252442
1614392531016,-0.339987,-8.399116,1.4868447
1614392531034,-0.04070267,-11.277035,1.4413534
1614392531054,-0.23463893,-11.715187,2.6648278
1614392531077,-0.34716985,-10.235525,2.4158232
1614392531098,0.8667275,-10.00328,1.7358493
1614392531117,1.6137413,-10.149331,0.8571504
1614392531137,1.56825,-7.9777236,-0.42139238
1614392531156,1.5131817,-7.1828246,-0.035914123
1614392531176,1.2953026,-5.7199225,0.5794145
1614392531197,0.2370332,-2.5092,0.531529
1614392531220,-0.08619389,-1.6712039,0.8739103
1614392531236,-0.9337672,-3.7781656,1.350371
1614392531256,-0.22985038,-26.028162,4.853195
1614392531275,3.7422516,-29.686613,8.526012
1614392531295,0.18675344,-14.365649,-0.63208854
1614392531316,-0.7829279,-8.430242,-5.238673
