1614392654265,-2.8683412,1.690358,9.052753
1614392654284,-3.5052183,2.0878077,8.834874
1614392654304,-3.902668,1.4006507,9.730332
1614392654325,-5.5523233,1.8627458,9.306546
1614392654347,-5.5714774,3.0622776,12.059962
1614392654367,-5.133325,2.760599,5.262616
1614392654388,-6.201172,1.2210802,6.6273527
1614392654406,-6.091035,1.2881198,4.869955
1614392654424,-5.341627,0.63208854,3.7853484
1614392654445,-4.800521,-1.2929084,1.7047237
1614392654464,-3.222694,-2.9952378,2.3942747
1614392654484,-2.030345,-6.0431495,3.5387383
1614392654507,-3.15326,-6.0694866,3.6201434
1614392654529,-4.4916596,-6.193989,5.1237483
1614392654544,-5.6792197,-6.7207294,5.3679643
1614392654565,-8.073495,-6.9098773,5.7965393
1614392654586,-8.784595,-6.4573593,4.9346004
1614392654605,-9.04557,-6.002447,4.659259
1614392654626,-10.537204,-5.0830455,4.9010806
1614392654645,-10.307353,-6.3376455,4.9561486
1614392654664,-10.491713,-8.260248,4.453351
1614392654686,-11.449422,-7.395915,2.9090438
1614392654706,-12.90993,-6.2179317,2.2793496
1614392654726,-14.119039,-6.237086,1.3886794
1614392654748,-12.998518,-6.368771,-1.6975409
1614392654766,-10.252285,-6.9290314,-4.0295644
1614392654786,-10.575512,-7.7311134,-4.434197
1614392654808,-13.082317,-7.7909703,-4.04393
1614392654824,-14.145375,-6.304126,-3.5890179
1614392654845,-14.806195,-6.6417184,-2.5020173
1614392654867,-12.668108,-7.429435,-2.8204558
1614392654886,-10.178062,-7.903501,-3.6177492
1614392654904,-11.090281,-8.865999,-3.677606
1614392654926,-12.524451,-9.208381,-4.065479
1614392654944,-11.370411,-8.684034,-3.8739367
1614392654964,-9.727939,-8.858817,-2.9114382
1614392654986,-7.642525,-9.330489,-1.1923488
1614392655004,-6.665661,-9.435837,-0.45491222
1614392655024,-6.8787518,-8.164477,-0.4956149
1614392655046,-7.4222517,-7.7574506,-1.3096683
1614392655064,-5.0040345,-6.6584783,3.0646718
1614392655086,-2.126116,-4.8938975,0.94095
1614392655107,-0.5913859,-3.912245,-1.3623424
1614392655126,-1.9704882,-3.6560576,-3.232271
1614392655146,-3.0119977,-4.1780095,-3.0862203
1614392655167,-2.901861,-5.190788,-2.0902019
1614392655185,-2.0447106,-7.3647895,-2.2673783
1614392655206,-2.0518935,-7.865193,-3.9409764
1614392655226,-1.9680939,-7.091842,-4.2043467
1614392655246,-1.7741576,-6.466936,-3.2274826
1614392655266,-1.8411974,-6.5220046,-2.9856608
1614392655286,-2.667222,-10.381576,-3.9529476
1614392655304,-2.779753,-11.820535,-5.609786
1614392655325,-2.516383,-10.230737,-5.279376
1614392655348,-2.4373717,-9.009656,-3.8523881
