1614392435104,-0.70870537,3.083826,8.966559
1614392435119,-0.95531565,3.4645157,9.232324
1614392435148,-0.6656084,3.328042,8.868394
1614392435160,-0.59378016,3.213117,8.6984005
1614392435179,-0.20590763,2.9808722,8.79896
1614392435199,-1.0750294,3.2897336,8.945011
1614392435220,-0.8930645,3.2370596,9.167678
1614392435241,-0.34716985,3.1484714,9.0838785
1614392435261,-0.29689008,3.1963568,8.810931
1614392435280,-0.10774237,3.1365,9.069513
1614392435300,-0.16041641,3.11974,9.296969
1614392435320,-0.38787252,3.0359404,9.495694
1614392435342,-0.6057515,3.15326,9.498088
1614392435360,-0.71588814,3.2514253,9.174861
1614392435380,-0.37350687,3.0862203,9.024022
1614392435401,-0.15083931,3.0191805,8.89952
1614392435419,-0.28731298,2.9952378,8.935433
1614392435441,-0.3902668,2.8946784,9.481328
1614392435465,-0.18675344,2.7127132,9.5244255
1614392435494,-0.16281068,2.7821474,9.361614
1614392435506,-1.3982565,3.5171897,10.240314
1614392435526,-0.047885496,2.954535,9.818921
1614392435556,0.7446195,2.9138324,7.8460383
1614392435567,0.17717634,2.8635526,8.415876
1614392435581,0.7446195,2.6815877,8.389539
1614392435610,0.80208206,2.7462332,7.843644
1614392435625,0.5219519,2.8874955,7.6521025
1614392435642,-3.3160706,4.4318027,12.014471
1614392435669,1.6328955,2.9066496,9.850046
1614392435684,0.32562137,3.1029801,7.4653487
1614392435700,0.57223165,3.5147953,8.224334
1614392435719,0.12450229,3.0048149,7.9489923
1614392435740,-0.13886794,3.1676257,8.047157
1614392435763,-0.09337672,2.9090438,8.403905
1614392435782,0.38787252,2.7653873,8.684034
1614392435800,0.19154198,2.7366562,7.369578
1614392435820,0.28252444,2.9401696,8.595447
1614392435839,0.23224466,2.4421604,10.07032
1614392435878,0.888276,1.5778271,11.329708
1614392435889,0.29928434,1.6855695,10.206794
1614392435910,0.44533512,2.2554069,8.79896
1614392435934,0.31843856,2.578634,9.174861
1614392435947,-0.25858167,2.2721667,9.5483675
1614392435970,-0.9026416,2.135693,9.246689
1614392435994,-0.44533512,2.0375278,9.428655
1614392436004,-0.37111259,1.9920366,10.35045
1614392436019,-0.16520496,2.0159793,10.010463
1614392436039,-0.3423813,1.9633054,9.3592205
1614392436060,-0.38787252,1.9393626,10.343267
1614392436090,-0.7877164,2.0016139,8.648121
1614392436105,-0.86193895,1.8962656,8.253065
1614392436120,-0.5147691,2.142876,8.564321
1614392436139,0.016759925,2.0854135,8.889942
1614392436163,-0.42618093,1.9226027,9.435837
1614392436189,-0.15323359,1.6568382,9.522031
1614392436204,0.2561874,2.7127132,9.725544
1614392436219,0.2681588,2.6121538,8.415876
1614392436240,-1.1253091,1.9130256,7.699988
1614392436259,-0.1340794,2.7294734,9.024022
1614392436279,-0.32801566,2.597788,9.550762
1614392436310,-1.1013664,1.6831752,8.968953
1614392436343,-2.1979442,1.5012103,8.597841
1614392436365,-1.7119064,2.0447106,9.390346
